food_name,food_category,portion_size,portion_unit,calories,protein,fat,carbohydrates,fiber,vitamin_a,vitamin_c,vitamin_d,vitamin_e,calcium,iron,potassium,sodium
sunflower_seed,nut,160.1,g,962.2,34.6,84.0,33.0,14.2,0.0,2.3,0.0,57.9,128.5,8.6,1062.7,14.8
walnut,nut,206.8,g,1346.1,30.9,133.8,28.8,13.8,0.0,2.7,0.0,1.4,201.7,6.0,907.7,4.1
butter,dairy,158.3,g,1151.2,1.4,130.0,0.2,0.0,1098.2,0.0,2.4,3.7,38.5,0.0,38.5,17.7
carrot,vegetable,434.5,g,184.4,4.0,0.9,45.0,12.6,3754.9,26.5,0.0,3.0,148.4,1.3,1439.0,310.3
broccoli,vegetable,407.5,g,136.2,11.2,1.6,28.0,10.4,2496.3,357.4,0.0,3.1,188.3,2.9,1266.2,132.2
beef,protein,394.7,g,968.2,100.7,58.1,0.0,0.0,0.0,0.0,0.0,0.5,69.7,10.1,1231.5,278.8
spinach,vegetable,147.8,g,34.8,4.4,0.6,6.0,3.3,709.2,42.5,0.0,3.1,149.7,4.1,843.8,119.5
cream,dairy,50.5,g,174.0,1.1,18.9,1.4,0.0,49.7,0.3,0.3,0.4,33.3,0.0,48.6,22.0
cream,dairy,230.3,g,807.8,5.0,87.9,6.7,0.0,230.5,1.4,1.2,1.8,154.4,0.1,225.7,102.2
bread,grain,473.7,g,1287.0,43.7,15.5,238.0,13.1,0.0,0.0,0.0,1.1,238.0,17.5,558.5,2384.6
bread,grain,195.0,g,524.7,17.8,6.3,97.0,5.3,0.0,0.0,0.0,0.4,97.0,7.1,227.7,972.2
broccoli,vegetable,391.0,g,131.5,10.8,1.5,27.1,10.1,2410.4,345.1,0.0,3.0,181.8,2.8,1222.6,127.7
bread,grain,289.6,g,766.0,26.0,9.2,141.6,7.8,0.0,0.0,0.0,0.6,141.6,10.4,332.4,1419.3
milk,dairy,97.0,g,39.8,3.2,0.9,4.7,0.0,43.6,0.9,1.1,0.1,107.1,0.0,142.2,41.7
salmon,protein,96.7,g,204.1,24.5,11.8,0.0,0.0,146.2,3.8,10.8,3.5,8.8,0.3,356.1,57.9
cheese,dairy,74.2,g,288.5,17.9,23.7,0.9,0.0,190.2,0.0,0.4,0.2,517.4,0.5,70.3,445.6
banana,fruit,162.1,g,143.1,1.8,0.5,37.0,4.2,4.8,14.0,0.0,0.2,8.0,0.4,575.7,1.6
carrot,vegetable,160.1,g,67.6,1.5,0.3,16.5,4.6,1376.3,9.7,0.0,1.1,54.4,0.5,527.4,113.7
oatmeal,grain,450.7,g,298.5,10.5,6.1,52.7,7.5,0.0,0.0,0.0,0.4,215.1,2.6,267.8,215.1
strawberry,fruit,85.9,g,28.3,0.6,0.3,7.1,1.8,0.9,52.0,0.0,0.3,14.2,0.4,135.3,0.9
egg,protein,340.4,g,551.1,46.2,39.1,3.9,0.0,568.9,0.0,7.1,3.7,199.1,6.2,490.6,440.9
salmon,protein,95.2,g,200.2,24.1,11.5,0.0,0.0,143.4,3.8,10.6,3.4,8.7,0.3,349.4,56.8
grape,fruit,340.3,g,203.8,2.0,0.7,52.6,3.0,9.9,10.5,0.0,0.6,32.9,1.2,627.9,6.6
milk,dairy,41.5,g,18.1,1.5,0.4,2.1,0.0,19.8,0.4,0.5,0.0,48.6,0.0,64.5,18.9
sunflower_seed,nut,285.3,g,1740.0,62.6,151.9,59.6,25.6,0.0,4.2,0.0,104.8,232.4,15.6,1921.7,26.8
apple,fruit,143.4,g,77.2,0.4,0.3,20.8,3.6,4.5,6.8,0.0,0.3,8.9,0.2,158.8,1.5
cream,dairy,467.3,g,1648.7,10.2,179.4,13.6,0.0,470.4,2.9,2.4,3.7,315.2,0.2,460.7,208.5
broccoli,vegetable,77.8,g,26.3,2.2,0.3,5.4,2.0,481.9,69.0,0.0,0.6,36.4,0.6,244.4,25.5
grape,fruit,446.1,g,265.6,2.6,0.9,68.5,3.9,12.8,13.7,0.0,0.8,42.8,1.5,818.1,8.6
beef,protein,319.4,g,808.2,84.1,48.5,0.0,0.0,0.0,0.0,0.0,0.4,58.2,8.4,1028.0,232.8
milk,dairy,361.7,g,154.1,12.5,3.7,18.3,0.0,168.7,3.3,4.4,0.3,414.5,0.1,550.2,161.4
strawberry,fruit,495.7,g,156.5,3.4,1.5,39.1,9.8,4.9,287.5,0.0,1.4,78.2,2.0,748.1,4.9
chicken_breast,protein,76.5,g,129.8,24.4,2.8,0.0,0.0,4.7,0.0,0.0,0.2,11.8,0.8,201.3,58.2
butter,dairy,263.8,g,1805.1,2.3,203.9,0.3,0.0,1722.0,0.0,3.8,5.8,60.4,0.1,60.4,27.7
egg,protein,405.1,g,633.3,53.1,44.9,4.5,0.0,653.7,0.0,8.2,4.3,228.8,7.2,563.8,506.6
carrot,vegetable,319.1,g,129.8,2.8,0.6,31.7,8.9,2644.1,18.7,0.0,2.1,104.5,0.9,1013.3,218.5
milk,dairy,280.2,g,119.9,9.7,2.9,14.3,0.0,131.4,2.6,3.4,0.2,322.7,0.1,428.3,125.6
carrot,vegetable,286.4,g,121.4,2.7,0.6,29.6,8.3,2473.1,17.5,0.0,2.0,97.7,0.9,947.8,204.4
orange,fruit,298.5,g,138.7,2.7,0.3,35.4,7.1,663.8,156.9,0.0,0.5,118.0,0.3,534.0,0.0
beef,protein,342.6,g,864.6,89.9,51.9,0.0,0.0,0.0,0.0,0.0,0.4,62.3,9.0,1099.8,249.0
tofu,protein,404.8,g,294.2,31.0,18.6,7.4,1.2,0.0,0.0,0.0,0.0,503.3,5.4,468.5,27.1
cream,dairy,242.9,g,824.8,5.1,89.8,6.8,0.0,235.3,1.5,1.2,1.8,157.7,0.1,230.5,104.3
sunflower_seed,nut,292.2,g,1628.6,58.6,142.2,55.8,24.0,0.0,3.9,0.0,98.1,217.5,14.6,1798.7,25.1
butter,dairy,55.3,g,382.1,0.5,43.2,0.1,0.0,364.5,0.0,0.8,1.2,12.8,0.0,12.8,5.9
cream,dairy,425.7,g,1380.5,8.5,150.2,11.4,0.0,393.8,2.4,2.0,3.1,263.9,0.2,385.7,174.6
cheese,dairy,384.4,g,1576.2,98.0,129.4,5.1,0.0,1039.0,0.0,2.4,0.8,2827.0,2.7,384.2,2434.9
orange,fruit,194.0,g,90.0,1.7,0.2,23.0,4.6,430.9,101.9,0.0,0.3,76.6,0.2,346.6,0.0
chia_seed,nut,215.3,g,994.2,34.8,63.4,85.9,70.4,0.0,3.3,0.0,1.0,1290.9,15.8,832.6,32.7
quinoa,grain,226.0,g,281.9,10.3,4.5,51.7,6.6,0.0,0.0,0.0,1.5,39.9,3.5,404.1,16.4
carrot,vegetable,352.6,g,145.9,3.2,0.7,35.6,10.0,2971.9,21.0,0.0,2.3,117.5,1.1,1138.9,245.6
yogurt,dairy,495.5,g,302.5,51.3,2.1,18.5,0.0,138.5,2.6,0.5,0.3,564.1,0.4,723.0,184.6
cheese,dairy,468.2,g,1949.2,121.2,160.0,6.3,0.0,1284.9,0.0,2.9,1.0,3496.0,3.3,475.2,3011.1
beef,protein,136.8,g,329.4,34.3,19.8,0.0,0.0,0.0,0.0,0.0,0.2,23.7,3.4,419.0,94.9
chicken_breast,protein,320.2,g,538.8,101.2,11.8,0.0,0.0,19.6,0.0,0.0,0.7,49.0,3.4,835.9,241.6
milk,dairy,368.0,g,148.1,12.0,3.5,17.6,0.0,162.2,3.2,4.2,0.3,398.4,0.1,528.8,155.1
tofu,protein,375.4,g,279.0,29.4,17.6,7.0,1.1,0.0,0.0,0.0,0.0,477.2,5.1,444.2,25.7
sunflower_seed,nut,499.3,g,2780.2,100.0,242.8,95.2,40.9,0.0,6.7,0.0,167.4,371.3,25.0,3070.6,42.8
chia_seed,nut,344.6,g,1727.6,60.4,110.2,149.3,122.3,0.0,5.7,0.0,1.8,2243.1,27.4,1446.8,56.9
bread,grain,387.5,g,1024.7,34.8,12.4,189.5,10.4,0.0,0.0,0.0,0.9,189.5,13.9,444.7,1898.7
pasta,grain,493.5,g,656.7,25.1,5.5,125.3,9.0,0.0,0.0,0.0,0.3,35.1,6.5,220.6,30.1
carrot,vegetable,450.4,g,180.5,4.0,0.9,44.0,12.3,3675.3,26.0,0.0,2.9,145.3,1.3,1408.5,303.7
walnut,nut,286.5,g,1840.4,42.2,182.9,39.4,18.9,0.0,3.7,0.0,2.0,275.8,8.2,1241.0,5.6
spinach,vegetable,415.9,g,95.9,12.1,1.7,16.7,9.2,1955.1,117.1,0.0,8.5,412.7,11.3,2326.2,329.3
pasta,grain,117.8,g,161.5,6.2,1.4,30.8,2.2,0.0,0.0,0.0,0.1,8.6,1.6,54.2,7.4
cheese,dairy,181.5,g,708.3,44.0,58.1,2.3,0.0,466.9,0.0,1.1,0.4,1270.4,1.2,172.7,1094.2
pasta,grain,234.8,g,305.6,11.7,2.6,58.3,4.2,0.0,0.0,0.0,0.1,16.3,3.0,102.7,14.0
walnut,nut,309.9,g,1969.8,45.2,195.8,42.2,20.2,0.0,3.9,0.0,2.1,295.2,8.8,1328.2,6.0
strawberry,fruit,115.2,g,36.9,0.8,0.3,9.2,2.3,1.2,67.8,0.0,0.3,18.4,0.5,176.3,1.2
chicken_breast,protein,129.0,g,202.9,38.1,4.4,0.0,0.0,7.4,0.0,0.0,0.3,18.4,1.3,314.8,91.0
butter,dairy,75.2,g,527.0,0.7,59.5,0.1,0.0,502.8,0.0,1.1,1.7,17.6,0.0,17.6,8.1
walnut,nut,242.0,g,1505.1,34.5,149.6,32.2,15.4,0.0,3.0,0.0,1.6,225.5,6.7,1014.9,4.6
oatmeal,grain,115.4,g,78.9,2.8,1.6,13.9,2.0,0.0,0.0,0.0,0.1,56.9,0.7,70.8,56.9
cheese,dairy,209.8,g,876.1,54.5,71.9,2.8,0.0,577.5,0.0,1.3,0.5,1571.3,1.5,213.6,1353.4
pasta,grain,178.2,g,228.8,8.7,1.9,43.7,3.1,0.0,0.0,0.0,0.1,12.2,2.3,76.9,10.5
bread,grain,368.7,g,968.6,32.9,11.7,179.1,9.9,0.0,0.0,0.0,0.8,179.1,13.2,420.3,1794.7
milk,dairy,231.7,g,94.1,7.6,2.2,11.2,0.0,103.1,2.0,2.7,0.2,253.2,0.1,336.1,98.6
chicken_breast,protein,258.3,g,412.6,77.5,9.0,0.0,0.0,15.0,0.0,0.0,0.6,37.5,2.6,640.2,185.0
milk,dairy,393.2,g,170.0,13.8,4.0,20.2,0.0,186.2,3.6,4.9,0.3,457.5,0.1,607.3,178.1
quinoa,grain,332.1,g,400.6,14.7,6.3,73.4,9.3,0.0,0.0,0.0,2.1,56.8,5.0,574.2,23.4
almond,nut,218.9,g,1282.1,46.5,110.7,48.7,27.7,0.0,0.0,0.0,56.8,595.7,8.2,1623.1,2.2
peanut,nut,384.1,g,2099.4,96.3,181.4,59.2,31.5,0.0,0.0,0.0,30.8,340.6,17.0,2610.3,66.6
salmon,protein,77.1,g,164.6,19.8,9.5,0.0,0.0,117.9,3.1,8.7,2.8,7.1,0.3,287.2,46.7
salmon,protein,437.7,g,917.2,110.2,52.9,0.0,0.0,657.1,17.2,48.5,15.7,39.7,1.5,1600.8,260.2
strawberry,fruit,302.7,g,92.3,2.0,0.9,23.1,5.8,2.9,169.5,0.0,0.8,46.1,1.2,441.2,2.9
cucumber,vegetable,165.6,g,25.2,1.1,0.2,6.3,0.8,165.5,4.4,0.0,0.0,25.2,0.4,231.7,3.2
apple,fruit,360.7,g,186.4,1.1,0.7,50.2,8.6,10.8,16.5,0.0,0.6,21.5,0.4,383.6,3.6
cheese,dairy,413.5,g,1596.3,99.3,131.0,5.2,0.0,1052.3,0.0,2.4,0.8,2863.0,2.7,389.1,2465.9
rice,grain,37.6,g,51.0,1.1,0.1,11.0,0.2,0.0,0.0,0.0,0.0,3.9,0.1,13.7,0.4
walnut,nut,118.5,g,795.4,18.2,79.0,17.0,8.1,0.0,1.6,0.0,0.9,119.2,3.5,536.3,2.4
almond,nut,348.8,g,2094.3,76.0,180.9,79.6,45.2,0.0,0.0,0.0,92.7,973.0,13.4,2651.3,3.6
sunflower_seed,nut,53.4,g,310.8,11.2,27.1,10.6,4.6,0.0,0.7,0.0,18.7,41.5,2.8,343.3,4.8
grape,fruit,58.9,g,35.7,0.3,0.1,9.2,0.5,1.7,1.8,0.0,0.1,5.8,0.2,110.1,1.2
orange,fruit,220.4,g,101.5,1.9,0.2,25.9,5.2,486.1,114.9,0.0,0.4,86.4,0.2,391.1,0.0
chia_seed,nut,39.0,g,183.2,6.4,11.7,15.8,13.0,0.0,0.6,0.0,0.2,237.9,2.9,153.5,6.0
chicken_breast,protein,58.8,g,99.2,18.6,2.2,0.0,0.0,3.6,0.0,0.0,0.1,9.0,0.6,154.0,44.5
cucumber,vegetable,360.9,g,55.9,2.4,0.3,14.0,1.7,366.9,9.8,0.0,0.1,55.9,1.0,513.7,7.0
almond,nut,124.8,g,691.5,25.1,59.7,26.3,14.9,0.0,0.0,0.0,30.6,321.3,4.4,875.4,1.2
cucumber,vegetable,242.3,g,39.0,1.7,0.2,9.8,1.2,256.2,6.8,0.0,0.1,39.0,0.7,358.7,4.9
banana,fruit,320.5,g,290.8,3.6,1.0,75.1,8.5,9.8,28.4,0.0,0.3,16.3,0.8,1169.5,3.3
sunflower_seed,nut,474.4,g,2689.4,96.7,234.9,92.1,39.6,0.0,6.4,0.0,162.0,359.2,24.2,2970.3,41.4
yogurt,dairy,301.8,g,182.2,30.9,1.2,11.1,0.0,83.4,1.5,0.3,0.2,339.7,0.2,435.4,111.2
rice,grain,44.5,g,58.3,1.2,0.1,12.6,0.2,0.0,0.0,0.0,0.0,4.5,0.1,15.7,0.4
apple,fruit,317.7,g,171.1,1.0,0.7,46.1,7.9,9.9,15.1,0.0,0.6,19.7,0.4,352.0,3.3
butter,dairy,26.0,g,180.7,0.2,20.4,0.0,0.0,172.4,0.0,0.4,0.6,6.0,0.0,6.0,2.8
cheese,dairy,444.3,g,1814.1,112.8,148.9,5.9,0.0,1195.8,0.0,2.7,0.9,3253.6,3.1,442.2,2802.3
carrot,vegetable,450.2,g,193.6,4.3,0.9,47.2,13.2,3943.4,27.9,0.0,3.1,155.8,1.4,1511.2,325.9
banana,fruit,282.9,g,241.7,3.0,0.8,62.5,7.1,8.1,23.6,0.0,0.3,13.6,0.7,972.2,2.7
apple,fruit,196.9,g,100.8,0.6,0.4,27.2,4.7,5.8,8.9,0.0,0.3,11.6,0.2,207.5,1.9
bread,grain,119.2,g,325.2,11.0,3.9,60.1,3.3,0.0,0.0,0.0,0.3,60.1,4.4,141.1,602.6
pasta,grain,245.3,g,332.6,12.7,2.8,63.5,4.6,0.0,0.0,0.0,0.2,17.8,3.3,111.7,15.2
rice,grain,199.5,g,270.7,5.6,0.6,58.3,0.8,0.0,0.0,0.0,0.2,20.8,0.4,72.9,2.1
beef,protein,94.8,g,240.5,25.0,14.4,0.0,0.0,0.0,0.0,0.0,0.1,17.3,2.5,306.0,69.3
apple,fruit,390.3,g,207.1,1.2,0.8,55.7,9.6,11.9,18.3,0.0,0.7,23.9,0.5,426.1,4.0
peanut,nut,335.7,g,1873.6,85.9,161.9,52.9,28.1,0.0,0.0,0.0,27.5,304.0,15.1,2329.6,59.5
chia_seed,nut,304.6,g,1551.1,54.3,98.9,134.0,109.8,0.0,5.1,0.0,1.6,2013.9,24.6,1299.0,51.1
almond,nut,108.5,g,623.4,22.6,53.8,23.7,13.5,0.0,0.0,0.0,27.6,289.6,4.0,789.2,1.1
tofu,protein,410.7,g,324.9,34.2,20.5,8.1,1.3,0.0,0.0,0.0,0.0,555.7,6.0,517.2,29.9
pasta,grain,455.9,g,579.3,22.1,4.9,110.5,8.0,0.0,0.0,0.0,0.3,31.0,5.7,194.6,26.5
beef,protein,287.7,g,744.4,77.4,44.7,0.0,0.0,0.0,0.0,0.0,0.4,53.6,7.7,946.9,214.4
orange,fruit,70.5,g,32.1,0.6,0.1,8.2,1.6,153.5,36.3,0.0,0.1,27.3,0.1,123.5,0.0
apple,fruit,145.9,g,78.4,0.5,0.3,21.1,3.6,4.5,6.9,0.0,0.3,9.0,0.2,161.4,1.5
grape,fruit,43.2,g,25.9,0.3,0.1,6.7,0.4,1.3,1.3,0.0,0.1,4.2,0.2,79.8,0.8
rice,grain,55.4,g,71.4,1.5,0.2,15.4,0.2,0.0,0.0,0.0,0.1,5.5,0.1,19.2,0.5
sunflower_seed,nut,173.0,g,961.0,34.6,83.9,32.9,14.2,0.0,2.3,0.0,57.9,128.4,8.6,1061.4,14.8
bread,grain,354.2,g,961.0,32.6,11.6,177.7,9.8,0.0,0.0,0.0,0.8,177.7,13.1,417.1,1780.6
tofu,protein,310.2,g,235.1,24.7,14.8,5.9,0.9,0.0,0.0,0.0,0.0,402.1,4.3,374.3,21.7
apple,fruit,319.5,g,165.5,1.0,0.6,44.6,7.6,9.5,14.6,0.0,0.6,19.1,0.4,340.5,3.2
pasta,grain,452.4,g,619.0,23.6,5.2,118.1,8.5,0.0,0.0,0.0,0.3,33.1,6.1,207.9,28.3
butter,dairy,399.4,g,2828.2,3.5,319.5,0.4,0.0,2698.0,0.0,5.9,9.2,94.7,0.1,94.7,43.4
tofu,protein,305.9,g,230.5,24.3,14.6,5.8,0.9,0.0,0.0,0.0,0.0,394.3,4.2,367.0,21.2
almond,nut,74.7,g,414.5,15.0,35.8,15.7,8.9,0.0,0.0,0.0,18.3,192.6,2.7,524.7,0.7
cheese,dairy,121.6,g,466.0,29.0,38.2,1.5,0.0,307.2,0.0,0.7,0.2,835.7,0.8,113.6,719.8
butter,dairy,468.5,g,3492.5,4.4,394.6,0.5,0.0,3331.8,0.0,7.3,11.3,116.9,0.1,116.9,53.6
strawberry,fruit,365.5,g,111.6,2.4,1.0,27.9,7.0,3.5,205.1,0.0,1.0,55.8,1.4,533.6,3.5
grape,fruit,245.4,g,153.0,1.5,0.5,39.5,2.2,7.4,7.9,0.0,0.5,24.7,0.9,471.3,4.9
sunflower_seed,nut,421.9,g,2407.1,86.6,210.2,82.4,35.4,0.0,5.8,0.0,145.0,321.5,21.6,2658.5,37.1
rice,grain,342.7,g,439.1,9.1,1.0,94.6,1.4,0.0,0.0,0.0,0.4,33.8,0.7,118.2,3.4
walnut,nut,192.6,g,1198.8,27.5,119.2,25.7,12.3,0.0,2.4,0.0,1.3,179.6,5.3,808.4,3.7
banana,fruit,113.5,g,97.4,1.2,0.3,25.2,2.8,3.3,9.5,0.0,0.1,5.5,0.3,392.0,1.1
quinoa,grain,432.8,g,544.1,19.9,8.6,99.7,12.7,0.0,0.0,0.0,2.9,77.1,6.8,779.8,31.7
milk,dairy,49.6,g,20.8,1.7,0.5,2.5,0.0,22.7,0.4,0.6,0.0,55.9,0.0,74.2,21.8
broccoli,vegetable,247.7,g,84.2,6.9,1.0,17.3,6.4,1542.9,220.9,0.0,1.9,116.4,1.8,782.6,81.7
spinach,vegetable,260.3,g,62.3,7.9,1.1,10.8,6.0,1271.1,76.2,0.0,5.5,268.3,7.3,1512.3,214.1
tofu,protein,299.9,g,223.6,23.5,14.1,5.6,0.9,0.0,0.0,0.0,0.0,382.5,4.1,356.0,20.6
orange,fruit,395.1,g,185.8,3.6,0.4,47.4,9.5,889.4,210.3,0.0,0.7,158.1,0.4,715.4,0.0
broccoli,vegetable,483.4,g,161.0,13.3,1.9,33.2,12.3,2950.7,422.5,0.0,3.7,222.6,3.5,1496.6,156.3
chicken_breast,protein,157.2,g,250.7,47.1,5.5,0.0,0.0,9.1,0.0,0.0,0.3,22.8,1.6,388.9,112.4
oatmeal,grain,464.2,g,320.5,11.3,6.6,56.6,8.0,0.0,0.0,0.0,0.4,230.9,2.8,287.5,230.9
spinach,vegetable,141.8,g,33.6,4.2,0.6,5.8,3.2,684.8,41.0,0.0,3.0,144.5,4.0,814.7,115.3
beef,protein,223.0,g,530.1,55.1,31.8,0.0,0.0,0.0,0.0,0.0,0.3,38.2,5.5,674.3,152.7
quinoa,grain,290.4,g,344.5,12.6,5.5,63.2,8.0,0.0,0.0,0.0,1.8,48.8,4.3,493.8,20.1
butter,dairy,84.0,g,574.1,0.7,64.9,0.1,0.0,547.6,0.0,1.2,1.9,19.2,0.0,19.2,8.8
rice,grain,196.2,g,244.2,5.1,0.6,52.6,0.8,0.0,0.0,0.0,0.2,18.8,0.4,65.7,1.9
chicken_breast,protein,256.3,g,434.9,81.7,9.5,0.0,0.0,15.8,0.0,0.0,0.6,39.5,2.7,674.7,195.0
cream,dairy,146.7,g,490.0,3.0,53.3,4.0,0.0,139.8,0.9,0.7,1.1,93.7,0.1,136.9,62.0
butter,dairy,360.9,g,2683.8,3.4,303.2,0.4,0.0,2560.3,0.0,5.6,8.7,89.8,0.1,89.8,41.2
beef,protein,38.3,g,93.1,9.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,6.7,1.0,118.4,26.8
rice,grain,268.4,g,340.6,7.1,0.8,73.4,1.0,0.0,0.0,0.0,0.3,26.2,0.5,91.7,2.6
cucumber,vegetable,258.7,g,41.5,1.8,0.3,10.4,1.3,272.2,7.3,0.0,0.1,41.5,0.7,381.1,5.2
salmon,protein,167.7,g,357.4,43.0,20.6,0.0,0.0,256.0,6.7,18.9,6.1,15.5,0.6,623.7,101.4
almond,nut,395.0,g,2267.9,82.3,195.8,86.2,49.0,0.0,0.0,0.0,100.4,1053.7,14.5,2871.1,3.9
spinach,vegetable,495.8,g,116.9,14.7,2.0,20.3,11.2,2382.9,142.8,0.0,10.3,503.0,13.8,2835.1,401.4
broccoli,vegetable,320.5,g,109.6,9.0,1.3,22.6,8.4,2009.1,287.7,0.0,2.5,151.6,2.4,1019.1,106.4
broccoli,vegetable,295.7,g,99.7,8.2,1.2,20.5,7.6,1826.7,261.5,0.0,2.3,137.8,2.1,926.6,96.8
quinoa,grain,430.3,g,521.2,19.1,8.3,95.6,12.2,0.0,0.0,0.0,2.7,73.8,6.5,747.1,30.4
peanut,nut,113.8,g,665.0,30.5,57.5,18.8,10.0,0.0,0.0,0.0,9.8,107.9,5.4,826.9,21.1
bread,grain,247.4,g,671.1,22.8,8.1,124.1,6.8,0.0,0.0,0.0,0.6,124.1,9.1,291.2,1243.4
grape,fruit,196.2,g,119.7,1.2,0.4,30.9,1.7,5.8,6.2,0.0,0.4,19.3,0.7,368.7,3.9
strawberry,fruit,93.4,g,31.3,0.7,0.3,7.8,2.0,1.0,57.5,0.0,0.3,15.7,0.4,149.7,1.0
chia_seed,nut,61.7,g,297.6,10.4,19.0,25.7,21.1,0.0,1.0,0.0,0.3,386.4,4.7,249.3,9.8
almond,nut,462.8,g,2678.0,97.1,231.3,101.8,57.8,0.0,0.0,0.0,118.5,1244.2,17.2,3390.2,4.6
pasta,grain,93.1,g,119.0,4.5,1.0,22.7,1.6,0.0,0.0,0.0,0.1,6.4,1.2,40.0,5.4
salmon,protein,399.2,g,815.2,98.0,47.0,0.0,0.0,583.9,15.3,43.1,13.9,35.3,1.3,1422.6,231.2
oatmeal,grain,334.7,g,228.1,8.1,4.7,40.3,5.7,0.0,0.0,0.0,0.3,164.4,2.0,204.6,164.4
grape,fruit,468.2,g,301.4,2.9,1.0,77.8,4.4,14.6,15.6,0.0,0.9,48.6,1.8,928.5,9.7
rice,grain,35.6,g,44.6,0.9,0.1,9.6,0.1,0.0,0.0,0.0,0.0,3.4,0.1,12.0,0.3
pasta,grain,459.4,g,618.2,23.6,5.2,118.0,8.5,0.0,0.0,0.0,0.3,33.0,6.1,207.6,28.3
milk,dairy,397.2,g,174.1,14.1,4.1,20.7,0.0,190.7,3.7,5.0,0.3,468.5,0.1,621.9,182.4
bread,grain,431.7,g,1157.1,39.3,14.0,214.0,11.8,0.0,0.0,0.0,1.0,214.0,15.7,502.2,2144.0
spinach,vegetable,478.1,g,110.2,13.9,1.9,19.2,10.5,2246.9,134.6,0.0,9.7,474.3,13.0,2673.3,378.5
grape,fruit,473.8,g,305.1,3.0,1.0,78.7,4.4,14.8,15.7,0.0,0.9,49.2,1.8,939.8,9.8
tomato,vegetable,308.9,g,56.2,2.8,0.6,12.5,3.7,2599.6,42.8,0.0,1.7,31.2,0.8,739.6,15.6
broccoli,vegetable,219.1,g,71.2,5.9,0.8,14.7,5.4,1305.0,186.9,0.0,1.6,98.5,1.5,661.9,69.1
oatmeal,grain,35.0,g,24.0,0.8,0.5,4.2,0.6,0.0,0.0,0.0,0.0,17.3,0.2,21.5,17.3
chicken_breast,protein,299.1,g,506.2,95.1,11.0,0.0,0.0,18.4,0.0,0.0,0.7,46.0,3.2,785.4,227.0
broccoli,vegetable,161.4,g,52.4,4.3,0.6,10.8,4.0,959.6,137.4,0.0,1.2,72.4,1.1,486.7,50.8
walnut,nut,84.9,g,574.9,13.2,57.1,12.3,5.9,0.0,1.1,0.0,0.6,86.1,2.6,387.6,1.8
salmon,protein,166.0,g,331.2,39.8,19.1,0.0,0.0,237.2,6.2,17.5,5.7,14.3,0.5,577.9,93.9
almond,nut,252.5,g,1400.4,50.8,120.9,53.2,30.2,0.0,0.0,0.0,62.0,650.6,9.0,1772.9,2.4
almond,nut,379.9,g,2292.3,83.1,198.0,87.1,49.5,0.0,0.0,0.0,101.5,1065.0,14.7,2902.0,4.0
banana,fruit,291.7,g,266.5,3.3,0.9,68.9,7.8,9.0,26.1,0.0,0.3,15.0,0.8,1072.0,3.0
almond,nut,298.3,g,1647.3,59.7,142.3,62.6,35.6,0.0,0.0,0.0,72.9,765.3,10.6,2085.5,2.8
butter,dairy,375.9,g,2801.3,3.5,316.5,0.4,0.0,2672.4,0.0,5.9,9.1,93.8,0.1,93.8,43.0
almond,nut,244.7,g,1368.2,49.6,118.1,52.0,29.5,0.0,0.0,0.0,60.6,635.6,8.8,1732.1,2.4
oatmeal,grain,200.6,g,139.6,4.9,2.9,24.6,3.5,0.0,0.0,0.0,0.2,100.6,1.2,125.2,100.6
sunflower_seed,nut,101.1,g,589.7,21.2,51.5,20.2,8.7,0.0,1.4,0.0,35.5,78.8,5.3,651.3,9.1
butter,dairy,44.9,g,335.3,0.4,37.9,0.0,0.0,319.9,0.0,0.7,1.1,11.2,0.0,11.2,5.1
spinach,vegetable,210.7,g,50.1,6.3,0.9,8.7,4.8,1021.6,61.2,0.0,4.4,215.7,5.9,1215.5,172.1
milk,dairy,384.9,g,160.0,13.0,3.8,19.0,0.0,175.2,3.4,4.6,0.3,430.5,0.1,571.4,167.6
walnut,nut,422.2,g,2726.9,62.5,271.0,58.4,27.9,0.0,5.4,0.0,2.9,408.6,12.1,1838.8,8.3
milk,dairy,64.9,g,25.9,2.1,0.6,3.1,0.0,28.4,0.6,0.7,0.0,69.7,0.0,92.5,27.1
spinach,vegetable,279.7,g,62.9,7.9,1.1,10.9,6.0,1283.5,76.9,0.0,5.6,270.9,7.4,1527.1,216.2
apple,fruit,425.4,g,221.1,1.3,0.9,59.5,10.2,12.8,19.6,0.0,0.8,25.5,0.5,455.0,4.3
egg,protein,407.4,g,640.8,53.7,45.5,4.5,0.0,661.5,0.0,8.3,4.3,231.5,7.2,570.5,512.6
broccoli,vegetable,200.5,g,71.2,5.9,0.8,14.7,5.4,1305.3,186.9,0.0,1.6,98.5,1.5,662.1,69.1
tofu,protein,190.1,g,139.3,14.7,8.8,3.5,0.5,0.0,0.0,0.0,0.0,238.2,2.6,221.7,12.8
butter,dairy,340.9,g,2542.6,3.2,287.2,0.4,0.0,2425.6,0.0,5.3,8.2,85.1,0.1,85.1,39.0
oatmeal,grain,122.2,g,82.2,2.9,1.7,14.5,2.1,0.0,0.0,0.0,0.1,59.3,0.7,73.8,59.3
pasta,grain,237.0,g,325.2,12.4,2.7,62.1,4.5,0.0,0.0,0.0,0.1,17.4,3.2,109.2,14.9
